Title,Authors,Published,Summary,arXiv ID,URL
Transferable Deep Reinforcement Learning for Cross-Domain Navigation: from Farmland to the Moon,"Shreya Santra, Thomas Robbins, Kazuya Yoshida",2025-10-27,"Autonomous navigation in unstructured environments is essential for field and planetary robotics, where robots must efficiently reach goals while avoiding obstacles under uncertain conditions. Conventional algorithmic approaches often require extensive environment-specific tuning, limiting scalability to new domains. Deep Reinforcement Learning (DRL) provides a data-driven alternative, allowing robots to acquire navigation strategies through direct interactions with their environment. This work investigates the feasibility of DRL policy generalization across visually and topographically distinct simulated domains, where policies are trained in terrestrial settings and validated in a zero-shot manner in extraterrestrial environments. A 3D simulation of an agricultural rover is developed and trained using Proximal Policy Optimization (PPO) to achieve goal-directed navigation and obstacle avoidance in farmland settings. The learned policy is then evaluated in a lunar-like simulated environment to assess transfer performance. The results indicate that policies trained under terrestrial conditions retain a high level of effectiveness, achieving close to 50\% success in lunar simulations without the need for additional training and fine-tuning. This underscores the potential of cross-domain DRL-based policy transfer as a promising approach to developing adaptable and efficient autonomous navigation for future planetary exploration missions, with the added benefit of minimizing retraining costs.",2510.23329v1,http://arxiv.org/abs/2510.23329v1
Multitask Multimodal Self-Supervised Learning for Medical Images,Cristian Simionescu,2025-10-27,"This thesis works to address a pivotal challenge in medical image analysis: the reliance on extensive labeled datasets, which are often limited due to the need for expert annotation and constrained by privacy and legal issues. By focusing on the development of self-supervised learning techniques and domain adaptation methods, this research aims to circumvent these limitations, presenting a novel approach to enhance the utility and efficacy of deep learning in medical imaging.   Central to this thesis is the development of the Medformer, an innovative neural network architecture designed for multitask learning and deep domain adaptation. This model is adept at pre-training on diverse medical image datasets, handling varying sizes and modalities, and is equipped with a dynamic input-output adaptation mechanism. This enables efficient processing and integration of a wide range of medical image types, from 2D X-rays to complex 3D MRIs, thus mitigating the dependency on large labeled datasets.   Further, the thesis explores the current state of self-supervised learning in medical imaging. It introduces novel pretext tasks that are capable of extracting meaningful information from unlabeled data, significantly advancing the model's interpretative abilities. This approach is validated through rigorous experimentation, including the use of the MedMNIST dataset, demonstrating the model's proficiency in learning generalized features applicable to various downstream tasks.   In summary, this thesis contributes to the advancement of medical image analysis by offering a scalable, adaptable framework that reduces reliance on labeled data. It paves the way for more accurate, efficient diagnostic tools in healthcare, signifying a major step forward in the application of deep learning in medical imaging.",2510.23325v1,http://arxiv.org/abs/2510.23325v1
ReconViaGen: Towards Accurate Multi-view 3D Object Reconstruction via Generation,"Jiahao Chang, Chongjie Ye, Yushuang Wu, Yuantao Chen, Yidan Zhang, Zhongjin Luo, Chenghong Li, Yihao Zhi, Xiaoguang Han",2025-10-27,"Existing multi-view 3D object reconstruction methods heavily rely on sufficient overlap between input views, where occlusions and sparse coverage in practice frequently yield severe reconstruction incompleteness. Recent advancements in diffusion-based 3D generative techniques offer the potential to address these limitations by leveraging learned generative priors to hallucinate invisible parts of objects, thereby generating plausible 3D structures. However, the stochastic nature of the inference process limits the accuracy and reliability of generation results, preventing existing reconstruction frameworks from integrating such 3D generative priors. In this work, we comprehensively analyze the reasons why diffusion-based 3D generative methods fail to achieve high consistency, including (a) the insufficiency in constructing and leveraging cross-view connections when extracting multi-view image features as conditions, and (b) the poor controllability of iterative denoising during local detail generation, which easily leads to plausible but inconsistent fine geometric and texture details with inputs. Accordingly, we propose ReconViaGen to innovatively integrate reconstruction priors into the generative framework and devise several strategies that effectively address these issues. Extensive experiments demonstrate that our ReconViaGen can reconstruct complete and accurate 3D models consistent with input views in both global structure and local details.Project page: https://jiahao620.github.io/reconviagen.",2510.23306v1,http://arxiv.org/abs/2510.23306v1
CNOT Minimal Circuit Synthesis: A Reinforcement Learning Approach,"Riccardo Romanello, Daniele Lizzio Bosco, Jacopo Cossio, Dusan Sutulovic, Giuseppe Serra, Carla Piazza, Paolo Burelli",2025-10-27,"CNOT gates are fundamental to quantum computing, as they facilitate entanglement, a crucial resource for quantum algorithms. Certain classes of quantum circuits are constructed exclusively from CNOT gates. Given their widespread use, it is imperative to minimise the number of CNOT gates employed. This problem, known as CNOT minimisation, remains an open challenge, with its computational complexity yet to be fully characterised. In this work, we introduce a novel reinforcement learning approach to address this task. Instead of training multiple reinforcement learning agents for different circuit sizes, we use a single agent up to a fixed size $m$. Matrices of sizes different from m are preprocessed using either embedding or Gaussian striping. To assess the efficacy of our approach, we trained an agent with m = 8, and evaluated it on matrices of size n that range from 3 to 15. The results we obtained show that our method overperforms the state-of-the-art algorithm as the value of n increases.",2510.23304v1,http://arxiv.org/abs/2510.23304v1
Learning from Frustration: Torsor CNNs on Graphs,"Daiyuan Li, Shreya Arya, Robert Ghrist",2025-10-27,"Most equivariant neural networks rely on a single global symmetry, limiting their use in domains where symmetries are instead local. We introduce Torsor CNNs, a framework for learning on graphs with local symmetries encoded as edge potentials-- group-valued transformations between neighboring coordinate frames. We establish that this geometric construction is fundamentally equivalent to the classical group synchronization problem, yielding: (1) a Torsor Convolutional Layer that is provably equivariant to local changes in coordinate frames, and (2) the frustration loss--a standalone geometric regularizer that encourages locally equivariant representations when added to any NN's training objective. The Torsor CNN framework unifies and generalizes several architectures--including classical CNNs and Gauge CNNs on manifolds-- by operating on arbitrary graphs without requiring a global coordinate system or smooth manifold structure. We establish the mathematical foundations of this framework and demonstrate its applicability to multi-view 3D recognition, where relative camera poses naturally define the required edge potentials.",2510.23288v1,http://arxiv.org/abs/2510.23288v1
Generalized Strichartz estimates for the massive Dirac equation with critical potentials,"Federico Cacciafesta, Elena Danesi, Eric Séré",2025-10-27,"In this paper we prove generalized Strichartz estimates for the massive Dirac equation in the case of two critical potential perturbations, namely the $2d$ Aharonov-Bohm magnetic potential and the $3d$ Coulomb potential. The proof makes use of the relativistic Hankel transform introduced in previous works of Cacciafesta, S\'er\'e and Cacciafesta, Fanelli for the massless systems, and here adapted to the massive case: this allows for an explicit representation of the solutions, which reduces the analysis to the proof of suitable estimates on the generalized eigenfunctions of the operators. To the best of our knowledge, these are the first dispersive estimates for the massive Dirac equation with critical potentials.",2510.23283v1,http://arxiv.org/abs/2510.23283v1
Energetics of star-planet magnetic interactions: Novel insights from 3D modelling,"Arghyadeep Paul, Antoine Strugarek",2025-10-27,"Star-planet magnetic interactions (SPMI) occurring in the sub-Alfvenic regime can, in principle, induce stellar chromospheric hotspots. Currently, estimates of the power generated by SPMI primarily rely on analytical scaling laws that relate stellar and planetary parameters to the interaction energetics. The existing scaling laws published in the literature so far do not agree with each other by at least an order of magnitude. Our aim is to quantify an absolute upper limit on the power that a planet can channel back to its host star during such interactions, which in turn lead to the formation of stellar hotspots. By performing a series of 3D MHD simulations with varied parameters known to influence the energetics of SPMI, we derive a numerically supported scaling law that can be used to reliably estimate the energy channeled from the planet back to the star. Our results suggest that existing analytical scaling laws may not fully capture the power transferred from the planet to the star through SPMI. The scaling law derived from our numerical simulations appears to provide a more comprehensive estimate, reflecting dependencies on common stellar and planetary parameters also considered in earlier models. Moreover, our findings indicate that power generation involves not only the planetary obstacle itself but also the extended magnetic structure of the Alfven wings interacting with the streaming stellar wind. This study suggests that care should be taken when applying analogies directly from jovian sub-Alfvenic interactions to SPMI, as the underlying physical conditions (specifically the value of the Alfvenic Mach number) may not be directly comparable. Our numerically derived scaling law offers a potentially improved approach for estimating SPMI power, capturing some of the interaction's complexities exclusive to SPMI.",2510.23277v1,http://arxiv.org/abs/2510.23277v1
Privacy-Preserving Semantic Communication over Wiretap Channels with Learnable Differential Privacy,"Weixuan Chen, Qianqian Yang, Shuo Shao, Shunpu Tang, Zhiguo Shi, Shui Yu",2025-10-27,"While semantic communication (SemCom) improves transmission efficiency by focusing on task-relevant information, it also raises critical privacy concerns. Many existing secure SemCom approaches rely on restrictive or impractical assumptions, such as favorable channel conditions for the legitimate user or prior knowledge of the eavesdropper's model. To address these limitations, this paper proposes a novel secure SemCom framework for image transmission over wiretap channels, leveraging differential privacy (DP) to provide approximate privacy guarantees. Specifically, our approach first extracts disentangled semantic representations from source images using generative adversarial network (GAN) inversion method, and then selectively perturbs private semantic representations with approximate DP noise. Distinct from conventional DP-based protection methods, we introduce DP noise with learnable pattern, instead of traditional white Gaussian or Laplace noise, achieved through adversarial training of neural networks (NNs). This design mitigates the inherent non-invertibility of DP while effectively protecting private information. Moreover, it enables explicitly controllable security levels by adjusting the privacy budget according to specific security requirements, which is not achieved in most existing secure SemCom approaches. Experimental results demonstrate that, compared with the previous DP-based method and direct transmission, the proposed method significantly degrades the reconstruction quality for the eavesdropper, while introducing only slight degradation in task performance. Under comparable security levels, our approach achieves an LPIPS advantage of 0.06-0.29 and an FPPSR advantage of 0.10-0.86 for the legitimate user compared with the previous DP-based method.",2510.23274v1,http://arxiv.org/abs/2510.23274v1
Analysis of Hematocrit-Plasma Separation in a Trifurcated Microchannel by a Diffusive Flux Model,"Rishi Kumar, Indranil Saha Dalal, K. Muralidhar",2025-10-27,"Platelet-enriched plasma and red blood cells (RBC) are needed in the treatment of blood-related diseases, including anaemia and blood cancer. These essential components must be separated from blood in well-designed experimental setups. If active techniques are used, the blood components are likely to be damaged or contaminated while handling. Passive techniques for component separation are preferred, and their design for effectiveness before manufacturing is the subject of this article. Specifically, the performance of a design consisting of a trifurcated microchannel is examined in the framework of 3D numerical simulation, following similar design ideas in recent experimental studies. The influence of geometrical parameters of the channel, such as width and separation arm angle, inlet extension, flow constriction, and flow parameters, including flow rates, hematocrit concentration, and temperature, is studied. The present study utilizes the diffusive flux model (DFM) to model the shear-driven migration of red blood cells (RBC) in a microchannel along with an appropriate rheology model. The physical mechanism driving separation is the formation of the cell-free layer near the walls, using which the separation efficiency and device effectiveness are quantified. It is found that a microchannel with a smaller width and an extended inlet, along with diluted blood samples of lower hematocrit, is effective for greater separation, while the device performance is less sensitive to the flow rates, flow constriction, and the separator angle.",2510.23270v1,http://arxiv.org/abs/2510.23270v1
Fine details in solar flare ribbons: Statistical insights from observations with the Swedish 1-m Solar Telescope,"Jonas Thoen Faber, Reetika Joshi, Luc Rouppe van der Voort, Sven Wedemeyer, Eilif Sommer Øyre, Ignasi J. Soler Poquet, Aline Rangøy Brunvoll",2025-10-27,"Flare ribbons serve as chromospheric footprints of energy deposition resulting from particle acceleration during magnetic reconnection. Their fine-scale structure provides a valuable tool for probing the dynamics of the flare reconnection process. Our goal is to investigate the fine-scale structure of flare ribbons through multiple observations of flares, utilising data obtained from the Atmospheric Imaging Assembly (AIA) and the Swedish 1-m Solar Telescope (SST). The aligned AIA and SST datasets for the three solar flares were used to examine their overall morphology. The SST datasets were specifically used to identify fine-scale structures within the flare ribbons. For spectroscopic analysis of these fine structures, we applied machine-learning methods (k-means clustering) and Gaussian fitting. Using k-means, we identified elongated features in the flare ribbons, termed as ""riblets"", which are short-lived and jet-like small-scale structures that extend as plasma columns from the flare ribbons. Riblets are more prominent near the solar limb and represent the ribbon front. Riblet widths are consistent across observations, ranging from 110-310 km (0"".15-0"".41), while vertical lengths span 620-1220 km (0"".83-1"".66), with a potential maximum of 2000 km (2"".67), after accounting for projection effects. Detailed H-beta spectral analysis reveals that riblets exhibit a single, redshifted emission component, with velocities of 16-21 km s^1, independent of viewing angle. Our high-resolution observations of the three flare ribbons show that they are not continuous structures, but are composed of vertically extended, fine-scale substructures. These irregular features indicate that the reconnection region is not a smooth, laminar current sheet, but rather a fragmented zone filled with magnetic islands, consistent with the theory of patchy reconnection within the coronal current sheet.",2510.23246v1,http://arxiv.org/abs/2510.23246v1
Progressive Growing of Patch Size: Curriculum Learning for Accelerated and Improved Medical Image Segmentation,"Stefan M. Fischer, Johannes Kiechle, Laura Daza, Lina Felsner, Richard Osuala, Daniel M. Lang, Karim Lekadir, Jan C. Peeken, Julia A. Schnabel",2025-10-27,"In this work, we introduce Progressive Growing of Patch Size, an automatic curriculum learning approach for 3D medical image segmentation. Our approach progressively increases the patch size during model training, resulting in an improved class balance for smaller patch sizes and accelerated convergence of the training process. We evaluate our curriculum approach in two settings: a resource-efficient mode and a performance mode, both regarding Dice score performance and computational costs across 15 diverse and popular 3D medical image segmentation tasks. The resource-efficient mode matches the Dice score performance of the conventional constant patch size sampling baseline with a notable reduction in training time to only 44%. The performance mode improves upon constant patch size segmentation results, achieving a statistically significant relative mean performance gain of 1.28% in Dice Score. Remarkably, across all 15 tasks, our proposed performance mode manages to surpass the constant patch size baseline in Dice Score performance, while simultaneously reducing training time to only 89%. The benefits are particularly pronounced for highly imbalanced tasks such as lesion segmentation tasks. Rigorous experiments demonstrate that our performance mode not only improves mean segmentation performance but also reduces performance variance, yielding more trustworthy model comparison. Furthermore, our findings reveal that the proposed curriculum sampling is not tied to a specific architecture but represents a broadly applicable strategy that consistently boosts performance across diverse segmentation models, including UNet, UNETR, and SwinUNETR. In summary, we show that this simple yet elegant transformation on input data substantially improves both Dice Score performance and training runtime, while being compatible across diverse segmentation backbones.",2510.23241v1,http://arxiv.org/abs/2510.23241v1
VR-Drive: Viewpoint-Robust End-to-End Driving with Feed-Forward 3D Gaussian Splatting,"Hoonhee Cho, Jae-Young Kang, Giwon Lee, Hyemin Yang, Heejun Park, Seokwoo Jung, Kuk-Jin Yoon",2025-10-27,"End-to-end autonomous driving (E2E-AD) has emerged as a promising paradigm that unifies perception, prediction, and planning into a holistic, data-driven framework. However, achieving robustness to varying camera viewpoints, a common real-world challenge due to diverse vehicle configurations, remains an open problem. In this work, we propose VR-Drive, a novel E2E-AD framework that addresses viewpoint generalization by jointly learning 3D scene reconstruction as an auxiliary task to enable planning-aware view synthesis. Unlike prior scene-specific synthesis approaches, VR-Drive adopts a feed-forward inference strategy that supports online training-time augmentation from sparse views without additional annotations. To further improve viewpoint consistency, we introduce a viewpoint-mixed memory bank that facilitates temporal interaction across multiple viewpoints and a viewpoint-consistent distillation strategy that transfers knowledge from original to synthesized views. Trained in a fully end-to-end manner, VR-Drive effectively mitigates synthesis-induced noise and improves planning under viewpoint shifts. In addition, we release a new benchmark dataset to evaluate E2E-AD performance under novel camera viewpoints, enabling comprehensive analysis. Our results demonstrate that VR-Drive is a scalable and robust solution for the real-world deployment of end-to-end autonomous driving systems.",2510.23205v1,http://arxiv.org/abs/2510.23205v1
DecoDINO: 3D Human-Scene Contact Prediction with Semantic Classification,"Lukas Bierling, Davide Pasero, Fleur Dolmans, Helia Ghasemi, Angelo Broere",2025-10-27,"Accurate vertex-level contact prediction between humans and surrounding objects is a prerequisite for high fidelity human object interaction models used in robotics, AR/VR, and behavioral simulation. DECO was the first in the wild estimator for this task but is limited to binary contact maps and struggles with soft surfaces, occlusions, children, and false-positive foot contacts. We address these issues and introduce DecoDINO, a three-branch network based on DECO's framework. It uses two DINOv2 ViT-g/14 encoders, class-balanced loss weighting to reduce bias, and patch-level cross-attention for improved local reasoning. Vertex features are finally passed through a lightweight MLP with a softmax to assign semantic contact labels. We also tested a vision-language model (VLM) to integrate text features, but the simpler architecture performed better and was used instead. On the DAMON benchmark, DecoDINO (i) raises the binary-contact F1 score by 7$\%$, (ii) halves the geodesic error, and (iii) augments predictions with object-level semantic labels. Ablation studies show that LoRA fine-tuning and the dual encoders are key to these improvements. DecoDINO outperformed the challenge baseline in both tasks of the DAMON Challenge. Our code is available at https://github.com/DavidePasero/deco/tree/main.",2510.23203v1,http://arxiv.org/abs/2510.23203v1
Evaluation of Vision-LLMs in Surveillance Video,"Pascal Benschop, Cristian Meo, Justin Dauwels, Jelte P. Mense",2025-10-27,"The widespread use of cameras in our society has created an overwhelming amount of video data, far exceeding the capacity for human monitoring. This presents a critical challenge for public safety and security, as the timely detection of anomalous or criminal events is crucial for effective response and prevention. The ability for an embodied agent to recognize unexpected events is fundamentally tied to its capacity for spatial reasoning. This paper investigates the spatial reasoning of vision-language models (VLMs) by framing anomalous action recognition as a zero-shot, language-grounded task, addressing the embodied perception challenge of interpreting dynamic 3D scenes from sparse 2D video. Specifically, we investigate whether small, pre-trained vision--LLMs can act as spatially-grounded, zero-shot anomaly detectors by converting video into text descriptions and scoring labels via textual entailment. We evaluate four open models on UCF-Crime and RWF-2000 under prompting and privacy-preserving conditions. Few-shot exemplars can improve accuracy for some models, but may increase false positives, and privacy filters -- especially full-body GAN transforms -- introduce inconsistencies that degrade accuracy. These results chart where current vision--LLMs succeed (simple, spatially salient events) and where they falter (noisy spatial cues, identity obfuscation). Looking forward, we outline concrete paths to strengthen spatial grounding without task-specific training: structure-aware prompts, lightweight spatial memory across clips, scene-graph or 3D-pose priors during description, and privacy methods that preserve action-relevant geometry. This positions zero-shot, language-grounded pipelines as adaptable building blocks for embodied, real-world video understanding. Our implementation for evaluating VLMs is publicly available at: https://github.com/pascalbenschopTU/VLLM_AnomalyRecognition",2510.23190v1,http://arxiv.org/abs/2510.23190v1
Finding 3D Scene Analogies with Multimodal Foundation Models,"Junho Kim, Young Min Kim",2025-10-27,"Connecting current observations with prior experiences helps robots adapt and plan in new, unseen 3D environments. Recently, 3D scene analogies have been proposed to connect two 3D scenes, which are smooth maps that align scene regions with common spatial relationships. These maps enable detailed transfer of trajectories or waypoints, potentially supporting demonstration transfer for imitation learning or task plan transfer across scenes. However, existing methods for the task require additional training and fixed object vocabularies. In this work, we propose to use multimodal foundation models for finding 3D scene analogies in a zero-shot, open-vocabulary setting. Central to our approach is a hybrid neural representation of scenes that consists of a sparse graph based on vision-language model features and a feature field derived from 3D shape foundation models. 3D scene analogies are then found in a coarse-to-fine manner, by first aligning the graph and refining the correspondence with feature fields. Our method can establish accurate correspondences between complex scenes, and we showcase applications in trajectory and waypoint transfer.",2510.23184v1,http://arxiv.org/abs/2510.23184v1
AG-Fusion: adaptive gated multimodal fusion for 3d object detection in complex scenes,"Sixian Liu, Chen Xu, Qiang Wang, Donghai Shi, Yiwen Li",2025-10-27,"Multimodal camera-LiDAR fusion technology has found extensive application in 3D object detection, demonstrating encouraging performance. However, existing methods exhibit significant performance degradation in challenging scenarios characterized by sensor degradation or environmental disturbances. We propose a novel Adaptive Gated Fusion (AG-Fusion) approach that selectively integrates cross-modal knowledge by identifying reliable patterns for robust detection in complex scenes. Specifically, we first project features from each modality into a unified BEV space and enhance them using a window-based attention mechanism. Subsequently, an adaptive gated fusion module based on cross-modal attention is designed to integrate these features into reliable BEV representations robust to challenging environments. Furthermore, we construct a new dataset named Excavator3D (E3D) focusing on challenging excavator operation scenarios to benchmark performance in complex conditions. Our method not only achieves competitive performance on the standard KITTI dataset with 93.92% accuracy, but also significantly outperforms the baseline by 24.88% on the challenging E3D dataset, demonstrating superior robustness to unreliable modal information in complex industrial scenes.",2510.23151v1,http://arxiv.org/abs/2510.23151v1
"HAPS-ISAC for 6G: Architecture, Design Trade-offs, and a Practical Roadmap","Parisa Kanani, Mohammad Javad Omidi, Mahmoud Modarres-Hashemi, Halim Yanikomeroglu",2025-10-27,"To meet the ambitious goals of next-generation 6G networks, including ultra-high data rates and ubiquitous coverage, we propose a novel high-altitude platform station (HAPS)-based integrated sensing and communication (ISAC) architecture. Operating in the stratosphere, the HAPS functions as both a powerful communication hub and an advanced environmental sensor. Combined with a fleet of cooperative uncrewed aerial vehicles (UAVs), this dual-purpose system forms a scalable and intelligent 3D network. Simulation results indicate that this approach significantly boosts network performance, improves sensing accuracy, and ensures a fairer service distribution across users, outperforming conventional UAV-only baselines. We conclude by outlining the prospective applications and a deployment roadmap for this technology for smart cities and other large-scale environments.",2510.23147v1,http://arxiv.org/abs/2510.23147v1
DQ3D: Depth-guided Query for Transformer-Based 3D Object Detection in Traffic Scenarios,"Ziyu Wang, Wenhao Li, Ji Wu",2025-10-27,"3D object detection from multi-view images in traffic scenarios has garnered significant attention in recent years. Many existing approaches rely on object queries that are generated from 3D reference points to localize objects. However, a limitation of these methods is that some reference points are often far from the target object, which can lead to false positive detections. In this paper, we propose a depth-guided query generator for 3D object detection (DQ3D) that leverages depth information and 2D detections to ensure that reference points are sampled from the surface or interior of the object. Furthermore, to address partially occluded objects in current frame, we introduce a hybrid attention mechanism that fuses historical detection results with depth-guided queries, thereby forming hybrid queries. Evaluation on the nuScenes dataset demonstrates that our method outperforms the baseline by 6.3\% in terms of mean Average Precision (mAP) and 4.3\% in the NuScenes Detection Score (NDS).",2510.23144v1,http://arxiv.org/abs/2510.23144v1
EndoWave: Rational-Wavelet 4D Gaussian Splatting for Endoscopic Reconstruction,"Taoyu Wu, Yiyi Miao, Jiaxin Guo, Ziyan Chen, Sihang Zhao, Zhuoxiao Li, Zhe Tang, Baoru Huang, Limin Yu",2025-10-27,"In robot-assisted minimally invasive surgery, accurate 3D reconstruction from endoscopic video is vital for downstream tasks and improved outcomes. However, endoscopic scenarios present unique challenges, including photometric inconsistencies, non-rigid tissue motion, and view-dependent highlights. Most 3DGS-based methods that rely solely on appearance constraints for optimizing 3DGS are often insufficient in this context, as these dynamic visual artifacts can mislead the optimization process and lead to inaccurate reconstructions. To address these limitations, we present EndoWave, a unified spatio-temporal Gaussian Splatting framework by incorporating an optical flow-based geometric constraint and a multi-resolution rational wavelet supervision. First, we adopt a unified spatio-temporal Gaussian representation that directly optimizes primitives in a 4D domain. Second, we propose a geometric constraint derived from optical flow to enhance temporal coherence and effectively constrain the 3D structure of the scene. Third, we propose a multi-resolution rational orthogonal wavelet as a constraint, which can effectively separate the details of the endoscope and enhance the rendering performance. Extensive evaluations on two real surgical datasets, EndoNeRF and StereoMIS, demonstrate that our method EndoWave achieves state-of-the-art reconstruction quality and visual accuracy compared to the baseline method.",2510.23087v1,http://arxiv.org/abs/2510.23087v1
Effective numerical integration on complex shaped elements by discrete signed measures,"Laura Rinaldi, Alvise Sommariva, Marco Vianello",2025-10-27,"We discuss a cheap and stable approach to polynomial moment-based compression of multivariate measures by discrete signed measures. The method is based on the availability of an orthonormal basis and a low-cardinality algebraic quadrature formula for an auxiliary measure in a bounding set. Differently from other approaches, no conditioning issue arises since no matrix factorization or inversion is needed. We provide bounds for the sum of the absolute values of the signed measure weights, and we make two examples: efficient quadrature on curved planar elements with spline boundary (in view of the application to high-order FEM/VEM), and compression of QMC integration on 3D elements with complex shape.",2510.23069v1,http://arxiv.org/abs/2510.23069v1
Repeated generalized measurements generated quantum trajectories without stochastic differential equations,"Rutvij Bhavsar, N. D. Hari Dass",2025-10-27,"This paper examines the issue of quantum trajectories generated by repeated POVM and QND measurements acting on a single copy of a system in an unknown state. After an introduction to various aspects of quantum measurements, and an earlier work based on gaussian measurements, which showed the impossibility of determining the unknown state by such repeated measurements, we present the current work based on martingale properties of certain quantities along the trajectory and their convergence from martingale convergence theorems. The main result is that asymptotically all trajectories approach either non degenerate eigenstates or density matrices spanned by the degenerate eigenstates. A unified treatment of both the degenerate and non degenerate cases is given with the help of higher dimensional projectors. The Luders prescription is reproduced for the degenerate case. The distribution of trajectories is shown to be given by the Born rule. Similar conclusions had already been reached by Bauer et al as well as by Amini et al. A detailed comparison of the three approaches is given. All the three avoid using stochastic differential equations. Alter and Yamamoto were the first to investigate repeated measurements on single copies. We make a detailed comparison with their works too. We end with a brief discussion of the robustness of the results against free evolutions as well as some anti-Zeno aspects of the results.",2510.23058v1,http://arxiv.org/abs/2510.23058v1
Mind the Gap - Imaging Buried Interfaces in Twisted Oxide Moirés,"Harikrishnan KP, Xin Wei, Chia-Hao Lee, Dasol Yoon, Yonghun Lee, Kevin J. Crust, Yu-Tsun Shao, Ruijuan Xu, Jong-Hoon Kang, Ce Liang, Jiwoong Park, Harold Y. Hwang, David A. Muller",2025-10-27,"The ability to tune electronic structure in twisted stacks of layered, two-dimensional (2D) materials has motivated the exploration of similar moir\'e physics with stacks of twisted oxide membranes. Due to the intrinsic three-dimensional (3D) nature of bonding in many oxides, achieving atomic-level coupling is significantly more challenging than in 2D van der Waals materials. Although clean interfaces with atomic level proximity have been demonstrated in ceramic bicrystals using high-temperature and high-pressure processing to facilitate atomic diffusion that flattens rough interfaces, such conditions are not readily accessible when bonding oxide membranes. This study shows how topographic mismatch due to surface roughness of the membranes can restrict atomic-scale proximity at the interface to isolated patches even after obvious issues of contaminants and amorphous interlayers are eliminated. In hybrid interfaces between a chemically inert 2D material and an oxide membrane, the reduced ability of the 2D material to conform to the membrane's step-terrace topography also limits atomic-scale contact. In all these material systems, the interface morphology is best characterized using cross-sectional imaging and is necessary to corroborate investigations of interlayer coupling. When imaging the bicrystal in projection, conventional through-focal imaging is found to be relatively insensitive to the buried interface, whereas electron ptychography reliably resolves structural variations on the order of a nanometer. These findings highlight interface roughness as a key challenge for the field of oxide twistronics and emphasizes the need for reliable characterization methods.",2510.23042v1,http://arxiv.org/abs/2510.23042v1
The entropic central limit theorem for stochastic integrable Hamiltonian systems,"Chen Wang, Yong Li",2025-10-27,"In this paper, we investigate the asymptotic stability of finite-dimensional stochastic integrable Hamiltonian systems via information entropy. Specifically, we establish the asymptotic vanishing of Shannon entropy difference (with correction for the lattice interval length) and relative entropy between the partial sum of discretized frequency sequence and its quantized Gaussian approximation (expectation and covariance variance matched). These two convergence are logically consistent with the second law of thermodynamics: the complexity of the system has reached the theoretical limit, and the orbits achieve a global unbiased coverage of the invariant tori with the most thorough chaotic behavior, their average winding rate along the tori stays fixed at the corresponding expected value of the frequency sequence, while deviations from this average follow isotropic Gaussian dynamics, much like Wiener process around a fixed trajectory. This thus provides an information-theoretic quantification of how orbital complexity ensures the persistence of invariant tori beyond mere convergence of statistical distributions (as stated in the classical central limit theorem).",2510.23031v1,http://arxiv.org/abs/2510.23031v1
USF-MAE: Ultrasound Self-Supervised Foundation Model with Masked Autoencoding,"Youssef Megahed, Robin Ducharme, Mark Walker, Steven Hawken, Adrian D. C. Chan",2025-10-27,"Ultrasound imaging is one of the most widely used diagnostic modalities, offering real-time, radiation-free assessment across diverse clinical domains. However, interpretation of ultrasound images remains challenging due to high noise levels, operator dependence, and limited field of view, resulting in substantial inter-observer variability. Current Deep Learning approaches are hindered by the scarcity of large labeled datasets and the domain gap between general and sonographic images, which limits the transferability of models pretrained on non-medical data. To address these challenges, we introduce the Ultrasound Self-Supervised Foundation Model with Masked Autoencoding (USF-MAE), the first large-scale self-supervised MAE framework pretrained exclusively on ultrasound data. The model was pre-trained on 370,000 2D and 3D ultrasound images curated from 46 open-source datasets, collectively termed OpenUS-46, spanning over twenty anatomical regions. This curated dataset has been made publicly available to facilitate further research and reproducibility. Using a Vision Transformer encoder-decoder architecture, USF-MAE reconstructs masked image patches, enabling it to learn rich, modality-specific representations directly from unlabeled data. The pretrained encoder was fine-tuned on three public downstream classification benchmarks: BUS-BRA (breast cancer), MMOTU-2D (ovarian tumors), and GIST514-DB (gastrointestinal stromal tumors). Across all tasks, USF-MAE consistently outperformed conventional CNN and ViT baselines, achieving F1-scores of 81.6%, 79.6%, and 82.4%, respectively. Despite not using labels during pretraining, USF-MAE approached the performance of the supervised foundation model UltraSam on breast cancer classification and surpassed it on the other tasks, demonstrating strong cross-anatomical generalization.",2510.22990v1,http://arxiv.org/abs/2510.22990v1
